,prob
94,0.6949122548103333
95,0.4995824992656708
96,0.7058641314506531
97,0.6998777985572815
98,0.5061611533164978
99,0.4924558401107788
100,0.5224562883377075
101,0.6783664226531982
102,0.4568747282028198
103,0.7251589894294739
104,0.6528136134147644
105,0.6796684265136719
106,0.6708670258522034
107,0.6860766410827637
108,0.5406055450439453
109,0.5748634934425354
110,0.6085173487663269
111,0.6233420968055725
112,0.6545908451080322
113,0.7701095342636108
114,0.5640993714332581
115,0.5489817261695862
116,0.6395825743675232
117,0.7433432936668396
118,0.7265417575836182
119,0.73602694272995
120,0.525870680809021
121,0.5140717029571533
122,0.7025460600852966
123,0.7686249017715454
124,0.5567460656166077
125,0.6272709965705872
126,0.6460596919059753
127,0.6829741597175598
128,0.730097234249115
129,0.6307838559150696
130,0.6543013453483582
131,0.6269071102142334
132,0.7463119029998779
