,prob
94,0.8100938200950623
95,0.21833939850330353
96,0.8883463144302368
97,0.7388910055160522
98,0.2280656099319458
99,0.17247483134269714
100,0.2581210732460022
101,0.7820254564285278
102,0.17579013109207153
103,0.8586602807044983
104,0.7097819447517395
105,0.7447500824928284
106,0.6985064148902893
107,0.7964506149291992
108,0.2580501437187195
109,0.4198063910007477
110,0.4950319230556488
111,0.43546536564826965
112,0.7036029696464539
113,0.8588845729827881
114,0.327134370803833
115,0.36950647830963135
116,0.6075107455253601
117,0.872338056564331
118,0.8711670637130737
119,0.8578331470489502
120,0.32252806425094604
121,0.28460168838500977
122,0.7384567856788635
123,0.9227833151817322
124,0.3688347339630127
125,0.4621524214744568
126,0.7340984344482422
127,0.7427924871444702
128,0.9149817228317261
129,0.6702451705932617
130,0.550879716873169
131,0.627832293510437
132,0.8834437131881714
