,prob
94,0.9878986477851868
95,0.021267710253596306
96,0.9954957962036133
97,0.3667125105857849
98,0.03705519065260887
99,0.011726140044629574
100,0.023649217560887337
101,0.9648011326789856
102,0.018993595615029335
103,0.9392325282096863
104,0.9374027252197266
105,0.8936632871627808
106,0.787182629108429
107,0.9692897796630859
108,0.035352323204278946
109,0.28871315717697144
110,0.1573421061038971
111,0.029329098761081696
112,0.8963872790336609
113,0.9817724227905273
114,0.033336248248815536
115,0.2720060348510742
116,0.8438328504562378
117,0.989382266998291
118,0.9683628678321838
119,0.9903993010520935
120,0.09871258586645126
121,0.028129203245043755
122,0.8403419852256775
123,0.9933879375457764
124,0.12481450289487839
125,0.9065366387367249
126,0.9623691439628601
127,0.7978916764259338
128,0.9803475141525269
129,0.8705487847328186
130,0.24731315672397614
131,0.9952257871627808
132,0.9803286790847778
