,prob
94,0.9698570370674133
95,0.02798568084836006
96,0.9865394234657288
97,0.5446995496749878
98,0.04233570396900177
99,0.018499109894037247
100,0.0262122992426157
101,0.9429671168327332
102,0.02312048152089119
103,0.911351203918457
104,0.8466127514839172
105,0.829420804977417
106,0.7063197493553162
107,0.860842227935791
108,0.04495985060930252
109,0.2270175963640213
110,0.16850771009922028
111,0.04979788139462471
112,0.9675302505493164
113,0.9744070768356323
114,0.0453164242208004
115,0.09451726078987122
116,0.8116025328636169
117,0.9840998649597168
118,0.9812678694725037
119,0.9836679100990295
120,0.11361677944660187
121,0.04577299579977989
122,0.7722727656364441
123,0.991449773311615
124,0.20719870924949646
125,0.7495742440223694
126,0.9470336437225342
127,0.896616518497467
128,0.9812023639678955
129,0.8496848344802856
130,0.4001341462135315
131,0.9838173389434814
132,0.9758678674697876
