,prob
94,0.9444804191589355
95,0.04254089295864105
96,0.988677442073822
97,0.5458311438560486
98,0.05523134022951126
99,0.024133790284395218
100,0.044801171869039536
101,0.9362267851829529
102,0.02018963173031807
103,0.9355303645133972
104,0.9239382147789001
105,0.8845173120498657
106,0.8105284571647644
107,0.9380276799201965
108,0.06732887029647827
109,0.2521291971206665
110,0.20789377391338348
111,0.06951599568128586
112,0.914794385433197
113,0.9707790017127991
114,0.06573090702295303
115,0.2776818573474884
116,0.853537917137146
117,0.9822866320610046
118,0.969788134098053
119,0.9794312119483948
120,0.10683704912662506
121,0.05152541399002075
122,0.8258727192878723
123,0.9882861971855164
124,0.1954033225774765
125,0.5956387519836426
126,0.9309315085411072
127,0.8528714179992676
128,0.9817341566085815
129,0.8569384217262268
130,0.4277452826499939
131,0.9054081439971924
132,0.9745597839355469
