,prob
94,0.9941974878311157
95,0.016548877581954002
96,0.9970409274101257
97,0.33524730801582336
98,0.03848446160554886
99,0.009220881387591362
100,0.020233141258358955
101,0.9770258069038391
102,0.014914199709892273
103,0.9327066540718079
104,0.9718552231788635
105,0.8857890963554382
106,0.8812376856803894
107,0.9438923001289368
108,0.02923908829689026
109,0.21851684153079987
110,0.18851037323474884
111,0.023484855890274048
112,0.9195886254310608
113,0.9863985180854797
114,0.02658766321837902
115,0.2192351520061493
116,0.8265228867530823
117,0.9906979203224182
118,0.98562091588974
119,0.9938073754310608
120,0.09265200793743134
121,0.021558625623583794
122,0.8988094925880432
123,0.9950887560844421
124,0.12745565176010132
125,0.9557790756225586
126,0.976664662361145
127,0.8370490670204163
128,0.9803287982940674
129,0.9025033712387085
130,0.1765635907649994
131,0.9945366382598877
132,0.9858372211456299
