,prob
94,0.7812849283218384
95,0.2685556709766388
96,0.8504658341407776
97,0.7549389004707336
98,0.300601065158844
99,0.22622907161712646
100,0.29574742913246155
101,0.7327417731285095
102,0.22796525061130524
103,0.8151089549064636
104,0.6783835887908936
105,0.7638503313064575
106,0.7385123372077942
107,0.7781303524971008
108,0.3238614797592163
109,0.4641466438770294
110,0.4549437463283539
111,0.5067147016525269
112,0.6722828149795532
113,0.8482509255409241
114,0.36479952931404114
115,0.4209505617618561
116,0.5837571620941162
117,0.8430407643318176
118,0.8466171622276306
119,0.8386120796203613
120,0.3642847537994385
121,0.35470274090766907
122,0.727250874042511
123,0.8995405435562134
124,0.40552058815956116
125,0.5119099617004395
126,0.7178155779838562
127,0.7456778883934021
128,0.8691524863243103
129,0.6428577303886414
130,0.5788908004760742
131,0.6133989095687866
132,0.867691695690155
