,prob
94,0.8675811886787415
95,0.11131651699542999
96,0.9555891752243042
97,0.8359739184379578
98,0.12532760202884674
99,0.06651801615953445
100,0.0881674587726593
101,0.8490824103355408
102,0.06737847626209259
103,0.9132954478263855
104,0.7351799607276917
105,0.7919103503227234
106,0.7606555223464966
107,0.8564659953117371
108,0.12957824766635895
109,0.3941640257835388
110,0.2315073162317276
111,0.22520241141319275
112,0.8223139643669128
113,0.92979896068573
114,0.17001119256019592
115,0.251219779253006
116,0.5534804463386536
117,0.9421919584274292
118,0.945166826248169
119,0.9156279563903809
120,0.1938752681016922
121,0.14074157178401947
122,0.7177761197090149
123,0.9642938375473022
124,0.2457415610551834
125,0.43542811274528503
126,0.8429999351501465
127,0.7939057350158691
128,0.9623797535896301
129,0.7648493051528931
130,0.5431956052780151
131,0.7159846425056458
132,0.9325042963027954
