,prob
94,0.9309720993041992
95,0.03569236770272255
96,0.9868515133857727
97,0.6632882356643677
98,0.05187719315290451
99,0.02234201319515705
100,0.028918512165546417
101,0.9375717043876648
102,0.02250775694847107
103,0.8920612931251526
104,0.8369521498680115
105,0.864844024181366
106,0.7763934135437012
107,0.9115557074546814
108,0.05489411577582359
109,0.2593664228916168
110,0.10357127338647842
111,0.06277647614479065
112,0.8814334869384766
113,0.9658684730529785
114,0.06385881453752518
115,0.13213995099067688
116,0.860176682472229
117,0.9852278232574463
118,0.9710348844528198
119,0.9786216616630554
120,0.14851652085781097
121,0.04818737506866455
122,0.8570777177810669
123,0.9888251423835754
124,0.2790383994579315
125,0.5399778485298157
126,0.9404265880584717
127,0.9315922260284424
128,0.9825824499130249
129,0.8108863830566406
130,0.3955141305923462
131,0.9784327745437622
132,0.9709286689758301
