,prob
94,0.9945988655090332
95,0.011982892639935017
96,0.996651828289032
97,0.2177104949951172
98,0.034464169293642044
99,0.0080646350979805
100,0.02957380935549736
101,0.9811228513717651
102,0.015331658534705639
103,0.9227935671806335
104,0.9365084767341614
105,0.9160230159759521
106,0.8547705411911011
107,0.9710666537284851
108,0.0258024949580431
109,0.2002808153629303
110,0.053590722382068634
111,0.018657023087143898
112,0.9804140329360962
113,0.9871928691864014
114,0.02501045912504196
115,0.1951996088027954
116,0.8690847754478455
117,0.9948931932449341
118,0.99439936876297
119,0.9963082075119019
120,0.07193406671285629
121,0.01790761388838291
122,0.8979166150093079
123,0.9957805871963501
124,0.09975463896989822
125,0.9588375687599182
126,0.9728803038597107
127,0.9823887944221497
128,0.9780826568603516
129,0.977905809879303
130,0.2248106151819229
131,0.9968313574790955
132,0.9886077046394348
