,prob
94,0.9959191679954529
95,0.009947486221790314
96,0.9977116584777832
97,0.302866667509079
98,0.03578145429491997
99,0.00660119391977787
100,0.006111758761107922
101,0.9841318726539612
102,0.01103541161864996
103,0.9444172978401184
104,0.9225029349327087
105,0.9509889483451843
106,0.7599541544914246
107,0.9892634749412537
108,0.022453922778367996
109,0.2146211713552475
110,0.05239259451627731
111,0.01587274856865406
112,0.8858326077461243
113,0.9907047152519226
114,0.020313654094934464
115,0.2864724397659302
116,0.9158999919891357
117,0.9951474070549011
118,0.9905407428741455
119,0.9973456263542175
120,0.230621799826622
121,0.013316022232174873
122,0.9045282602310181
123,0.9962446093559265
124,0.15687969326972961
125,0.968715488910675
126,0.9804698824882507
127,0.9806652665138245
128,0.9835790991783142
129,0.9911212921142578
130,0.20603878796100616
131,0.9979448914527893
132,0.9926601052284241
