,prob
94,0.7646183371543884
95,0.27995777130126953
96,0.8348057270050049
97,0.7620362639427185
98,0.30193573236465454
99,0.23615272343158722
100,0.32421016693115234
101,0.7600677013397217
102,0.23942337930202484
103,0.7977471351623535
104,0.7201369404792786
105,0.7695035934448242
106,0.7465539574623108
107,0.7451275587081909
108,0.3377857208251953
109,0.4756585657596588
110,0.45642799139022827
111,0.5205769538879395
112,0.6752936840057373
113,0.8463234901428223
114,0.37735748291015625
115,0.3983914256095886
116,0.6125268340110779
117,0.8407882452011108
118,0.8345940113067627
119,0.846845805644989
120,0.370219886302948
121,0.36191728711128235
122,0.7416967749595642
123,0.9002673029899597
124,0.43857142329216003
125,0.466556578874588
126,0.7121318578720093
127,0.7379910349845886
128,0.8747143149375916
129,0.625569224357605
130,0.5817193984985352
131,0.6074120998382568
132,0.8665733933448792
