,prob
94,0.9429661631584167
95,0.0418492816388607
96,0.9869577884674072
97,0.5721909999847412
98,0.05256710201501846
99,0.023341819643974304
100,0.04008370637893677
101,0.9395207762718201
102,0.020082319155335426
103,0.9352114200592041
104,0.9036245942115784
105,0.8268844485282898
106,0.7639477849006653
107,0.9241350889205933
108,0.0696563571691513
109,0.2683607041835785
110,0.1470080018043518
111,0.06807505339384079
112,0.8429600596427917
113,0.9691590070724487
114,0.06751570850610733
115,0.23709751665592194
116,0.8455259203910828
117,0.9831147193908691
118,0.9708450436592102
119,0.9750910401344299
120,0.12792269885540009
121,0.04845135286450386
122,0.8500558733940125
123,0.9869621992111206
124,0.23399603366851807
125,0.685652494430542
126,0.9257544279098511
127,0.8932929039001465
128,0.978927493095398
129,0.7268473505973816
130,0.36473026871681213
131,0.9479378461837769
132,0.9656819701194763
