,prob
94,0.899925708770752
95,0.060472000390291214
96,0.973673939704895
97,0.556099534034729
98,0.07264518737792969
99,0.035898707807064056
100,0.10825882107019424
101,0.9111379981040955
102,0.04523225501179695
103,0.9314030408859253
104,0.9071816205978394
105,0.8385699987411499
106,0.9016684293746948
107,0.8851001262664795
108,0.08003722131252289
109,0.3061346709728241
110,0.3627167046070099
111,0.13230131566524506
112,0.8629453182220459
113,0.9546287059783936
114,0.16301728785037994
115,0.2378951907157898
116,0.6852118968963623
117,0.9685995578765869
118,0.9579320549964905
119,0.9586580395698547
120,0.14182239770889282
121,0.09897222369909286
122,0.7840167880058289
123,0.9796680808067322
124,0.22339050471782684
125,0.41628023982048035
126,0.8823166489601135
127,0.7363815307617188
128,0.9717953205108643
129,0.8618131279945374
130,0.4632744789123535
131,0.8678752779960632
132,0.9498100280761719
