,prob
94,0.8706451058387756
95,0.11895183473825455
96,0.950597882270813
97,0.707271158695221
98,0.13006164133548737
99,0.07505181431770325
100,0.10611526668071747
101,0.8420615792274475
102,0.07955695688724518
103,0.9131678342819214
104,0.7385508418083191
105,0.764782190322876
106,0.6750797033309937
107,0.8590348958969116
108,0.15843144059181213
109,0.3696209490299225
110,0.3206196427345276
111,0.2557915449142456
112,0.7980766296386719
113,0.9204403758049011
114,0.18212702870368958
115,0.33252665400505066
116,0.6309623718261719
117,0.9245536923408508
118,0.9324019551277161
119,0.8934556841850281
120,0.2128475308418274
121,0.15231674909591675
122,0.7114967107772827
123,0.9646739363670349
124,0.2365056574344635
125,0.41065654158592224
126,0.8312309980392456
127,0.7054844498634338
128,0.9565423130989075
129,0.7209159731864929
130,0.4867013692855835
131,0.6023434400558472
132,0.9333136081695557
