,prob
94,0.5505034327507019
95,0.5675598978996277
96,0.542652428150177
97,0.5460904836654663
98,0.5366264581680298
99,0.5726253390312195
100,0.5665308237075806
101,0.563991904258728
102,0.5546495318412781
103,0.5580020546913147
104,0.5715299844741821
105,0.5489329695701599
106,0.5549418926239014
107,0.5484580397605896
108,0.5687746405601501
109,0.564092755317688
110,0.5594042539596558
111,0.6117750406265259
112,0.5905122756958008
113,0.5681958794593811
114,0.5618405342102051
115,0.5680059194564819
116,0.5650013089179993
117,0.5418319702148438
118,0.5439218878746033
119,0.5490325093269348
120,0.54948490858078
121,0.5477790832519531
122,0.5461989045143127
123,0.515230655670166
124,0.543096125125885
125,0.5877916216850281
126,0.540817379951477
127,0.5512652397155762
128,0.542338490486145
129,0.5517465472221375
130,0.555161714553833
131,0.5642363429069519
132,0.5239223837852478
