,prob
94,0.9947329759597778
95,0.013476995751261711
96,0.9947121143341064
97,0.3018327057361603
98,0.036188866943120956
99,0.00890678633004427
100,0.046921152621507645
101,0.9653878211975098
102,0.017303509637713432
103,0.9374085068702698
104,0.8835934400558472
105,0.8445227146148682
106,0.7857518196105957
107,0.9713378548622131
108,0.027751825749874115
109,0.18863362073898315
110,0.25354287028312683
111,0.020550845190882683
112,0.9815748333930969
113,0.988207995891571
114,0.030890289694070816
115,0.21118751168251038
116,0.865776777267456
117,0.9918694496154785
118,0.9870320558547974
119,0.9955195188522339
120,0.1635492891073227
121,0.02010888233780861
122,0.9443894028663635
123,0.9953224062919617
124,0.15973341464996338
125,0.9376548528671265
126,0.9754959940910339
127,0.9564838409423828
128,0.9817950129508972
129,0.972981870174408
130,0.14471125602722168
131,0.9956861734390259
132,0.9908722043037415
