,prob
94,0.7775702476501465
95,0.2718387544155121
96,0.848502516746521
97,0.7551003694534302
98,0.30608463287353516
99,0.22887401282787323
100,0.29791536927223206
101,0.7384563088417053
102,0.23019134998321533
103,0.8142639994621277
104,0.688026487827301
105,0.7731970548629761
106,0.7470108270645142
107,0.7792298197746277
108,0.3275567293167114
109,0.4687853157520294
110,0.4460441768169403
111,0.5086471438407898
112,0.6726212501525879
113,0.848996639251709
114,0.3647933900356293
115,0.42024746537208557
116,0.5882235765457153
117,0.843217134475708
118,0.8435105085372925
119,0.8406517505645752
120,0.36458921432495117
121,0.36138200759887695
122,0.7294741272926331
123,0.8997938632965088
124,0.4157446324825287
125,0.5247211456298828
126,0.7205575108528137
127,0.7517260313034058
128,0.8664894104003906
129,0.6438182592391968
130,0.5809632539749146
131,0.6174932718276978
132,0.8691179156303406
