,prob
94,0.9359644055366516
95,0.059414952993392944
96,0.9750869870185852
97,0.766351044178009
98,0.07099451869726181
99,0.03258060663938522
100,0.0807710662484169
101,0.845617949962616
102,0.03987495228648186
103,0.9475153088569641
104,0.7126776576042175
105,0.7979095578193665
106,0.7483603358268738
107,0.8995082378387451
108,0.07000020891427994
109,0.27292969822883606
110,0.43000057339668274
111,0.1177537813782692
112,0.8651130795478821
113,0.9562340378761292
114,0.1218511238694191
115,0.19814983010292053
116,0.7263924479484558
117,0.9698343276977539
118,0.9659067988395691
119,0.9534990191459656
120,0.14336833357810974
121,0.07724122703075409
122,0.8088811039924622
123,0.9835304617881775
124,0.22334827482700348
125,0.6289551854133606
126,0.9119793772697449
127,0.8624281883239746
128,0.9809752702713013
129,0.8934917449951172
130,0.507388710975647
131,0.9175032377243042
132,0.9641883373260498
