,prob
94,0.789743959903717
95,0.24077309668064117
96,0.8676212430000305
97,0.7288609743118286
98,0.2596452236175537
99,0.19384613633155823
100,0.2565848231315613
101,0.7433024048805237
102,0.19605198502540588
103,0.8424206972122192
104,0.6944336295127869
105,0.7528567910194397
106,0.734004557132721
107,0.784667432308197
108,0.2814907133579254
109,0.44003400206565857
110,0.5000244975090027
111,0.468482106924057
112,0.6774239540100098
113,0.8524245023727417
114,0.3300081789493561
115,0.39375758171081543
116,0.6017240285873413
117,0.8549163937568665
118,0.860539436340332
119,0.8432928323745728
120,0.347795307636261
121,0.3131145238876343
122,0.7073471546173096
123,0.9112867712974548
124,0.40342995524406433
125,0.5821208357810974
126,0.7193297743797302
127,0.7327146530151367
128,0.8877654671669006
129,0.6454135775566101
130,0.5637454390525818
131,0.602817952632904
132,0.8753332495689392
