,prob
94,0.5347170233726501
95,0.5524620413780212
96,0.5354486107826233
97,0.5095961093902588
98,0.5290402173995972
99,0.5592024326324463
100,0.5511705279350281
101,0.5573678612709045
102,0.5446664094924927
103,0.5484724640846252
104,0.5623141527175903
105,0.5147015452384949
106,0.5244775414466858
107,0.5285967588424683
108,0.5526441931724548
109,0.5412107706069946
110,0.5442677736282349
111,0.5977310538291931
112,0.5646898746490479
113,0.519805371761322
114,0.5462450981140137
115,0.5521017909049988
116,0.5412774682044983
117,0.5054541826248169
118,0.5336424708366394
119,0.5240161418914795
120,0.5486994981765747
121,0.5315378308296204
122,0.5254623293876648
123,0.5031995177268982
124,0.5238738059997559
125,0.5601645112037659
126,0.5281086564064026
127,0.5216779112815857
128,0.5399944186210632
129,0.5385936498641968
130,0.5267565250396729
131,0.5505234599113464
132,0.519599437713623
