,prob
94,0.9930603504180908
95,0.015143444761633873
96,0.9952715039253235
97,0.2514075040817261
98,0.0354301892220974
99,0.008723622187972069
100,0.02911612018942833
101,0.9740816354751587
102,0.014037092216312885
103,0.9444972276687622
104,0.9193082451820374
105,0.8725334405899048
106,0.6691230535507202
107,0.9471707344055176
108,0.02629329077899456
109,0.22200335562229156
110,0.08999159932136536
111,0.021569328382611275
112,0.959324836730957
113,0.9810097813606262
114,0.02222774736583233
115,0.15781868994235992
116,0.8419421315193176
117,0.9923098087310791
118,0.9869415163993835
119,0.9959969520568848
120,0.2834452688694
121,0.021834800019860268
122,0.8293007612228394
123,0.9945637583732605
124,0.20973826944828033
125,0.9749006628990173
126,0.9760637283325195
127,0.9538769125938416
128,0.9771082401275635
129,0.9299445748329163
130,0.13326196372509003
131,0.9962953925132751
132,0.9875262379646301
