,prob
94,0.9946033358573914
95,0.013678447343409061
96,0.9954858422279358
97,0.2503848671913147
98,0.03616737574338913
99,0.008309591561555862
100,0.039686169475317
101,0.9626725316047668
102,0.01688164286315441
103,0.9357818961143494
104,0.9330943822860718
105,0.8724306225776672
106,0.8967947363853455
107,0.971381425857544
108,0.02796909585595131
109,0.19598670303821564
110,0.2493802309036255
111,0.020720629021525383
112,0.9890355467796326
113,0.9882497787475586
114,0.0313749760389328
115,0.21202793717384338
116,0.8569032549858093
117,0.9919388890266418
118,0.9871106147766113
119,0.9954978227615356
120,0.09132026135921478
121,0.020002832636237144
122,0.9431701302528381
123,0.9952520132064819
124,0.13916081190109253
125,0.9303058385848999
126,0.9753434062004089
127,0.9451487064361572
128,0.9817795157432556
129,0.9744015336036682
130,0.15027569234371185
131,0.9963350296020508
132,0.9907881617546082
