,prob
94,0.8101393580436707
95,0.17696818709373474
96,0.9133266806602478
97,0.6580554842948914
98,0.19109874963760376
99,0.1390761137008667
100,0.21337801218032837
101,0.8275939226150513
102,0.140923410654068
103,0.8331460952758789
104,0.7921255230903625
105,0.7697839140892029
106,0.8077542781829834
107,0.7975001335144043
108,0.22410401701927185
109,0.41779187321662903
110,0.4316035211086273
111,0.39744940400123596
112,0.7079970240592957
113,0.8845527172088623
114,0.29580074548721313
115,0.3806114196777344
116,0.6041665077209473
117,0.8968245387077332
118,0.888362467288971
119,0.8618612885475159
120,0.2909303307533264
121,0.23270481824874878
122,0.7269884943962097
123,0.9347026944160461
124,0.3163323700428009
125,0.2980310916900635
126,0.7566765546798706
127,0.7270709872245789
128,0.9300717115402222
129,0.6683061122894287
130,0.5577720999717712
131,0.593931257724762
132,0.8985620737075806
