,prob
94,0.9941792488098145
95,0.016437433660030365
96,0.9970123767852783
97,0.4440179765224457
98,0.03945588320493698
99,0.009590783156454563
100,0.025732198730111122
101,0.9748996496200562
102,0.012494081631302834
103,0.9278767704963684
104,0.9545525908470154
105,0.8440272808074951
106,0.6833677291870117
107,0.9270960688591003
108,0.029529357329010963
109,0.17869266867637634
110,0.09570927172899246
111,0.02274962328374386
112,0.9068257808685303
113,0.9843664169311523
114,0.02929479442536831
115,0.16148224472999573
116,0.8301807641983032
117,0.9909866452217102
118,0.9908162355422974
119,0.9939940571784973
120,0.2797178626060486
121,0.02085976116359234
122,0.8999185562133789
123,0.9953657388687134
124,0.2248629778623581
125,0.9608554244041443
126,0.9795122742652893
127,0.878717303276062
128,0.9809398055076599
129,0.8885443806648254
130,0.14189985394477844
131,0.9954847097396851
132,0.9862779974937439
