,prob
94,0.9810227751731873
95,0.02265355922281742
96,0.9897468090057373
97,0.3776289224624634
98,0.04578089714050293
99,0.014141719788312912
100,0.052718423306941986
101,0.9626348614692688
102,0.02100232057273388
103,0.94651859998703
104,0.9545162916183472
105,0.737409234046936
106,0.760820746421814
107,0.8770606517791748
108,0.047772202640771866
109,0.2233535498380661
110,0.15323016047477722
111,0.039460327476263046
112,0.8043018579483032
113,0.9779331684112549
114,0.05118715018033981
115,0.08851637691259384
116,0.7853525280952454
117,0.9864192605018616
118,0.9774282574653625
119,0.9869006276130676
120,0.2076806277036667
121,0.03813069313764572
122,0.8584081530570984
123,0.9920727610588074
124,0.17058540880680084
125,0.8545392155647278
126,0.9545421600341797
127,0.8579598665237427
128,0.9728436470031738
129,0.8862798810005188
130,0.26213327050209045
131,0.9911468625068665
132,0.9753720164299011
