,prob
94,0.90812748670578
95,0.0595339871942997
96,0.9729008674621582
97,0.6460435390472412
98,0.07288216799497604
99,0.037857700139284134
100,0.09895648807287216
101,0.9035632610321045
102,0.04330163449048996
103,0.9310281276702881
104,0.8659491539001465
105,0.8059683442115784
106,0.8218479752540588
107,0.8783475160598755
108,0.08557350188493729
109,0.27426955103874207
110,0.2809637486934662
111,0.14048779010772705
112,0.7970088124275208
113,0.9533231854438782
114,0.1575859636068344
115,0.2673036754131317
116,0.7477700114250183
117,0.9692529439926147
118,0.9597547650337219
119,0.9609619975090027
120,0.15447714924812317
121,0.10246522724628448
122,0.8354968428611755
123,0.9803081750869751
124,0.27416613698005676
125,0.4261510670185089
126,0.8801195025444031
127,0.7986521124839783
128,0.9743931293487549
129,0.809674859046936
130,0.4610763192176819
131,0.8745166063308716
132,0.9567238092422485
